Tire Compound,Track Temperature,Laps Driven,Track Surface,Car Weight (kg),Driving Style,Weather,Tire Wear (%)
Wet,16,57,Smooth,616,Conservative,Dry,46.34285714285714
Soft,28,20,Rough,719,Balanced,Wet,78.45714285714286
Hard,40,20,Rough,681,Conservative,Dry,50.857142857142854
Medium,48,0,Smooth,602,Conservative,Dry,39.6
Wet,33,57,Smooth,669,Aggressive,Dry,69.74285714285715
Wet,43,12,Rough,717,Balanced,Wet,75.31428571428572
Wet,32,5,Smooth,630,Conservative,Dry,42.114285714285714
Soft,49,57,Rough,748,Conservative,Wet,77.94285714285715
Medium,15,16,Rough,615,Aggressive,Dry,70.28571428571428
Hard,47,11,Rough,616,Balanced,Dry,60.97142857142857
Hard,45,51,Rough,695,Balanced,Dry,66.28571428571428
Hard,36,69,Rough,728,Balanced,Wet,72.05714285714285
Medium,20,51,Smooth,711,Aggressive,Wet,66.28571428571428
Medium,14,36,Smooth,701,Aggressive,Dry,57.94285714285714
Wet,26,2,Rough,671,Balanced,Wet,70.48571428571428
Hard,16,7,Smooth,665,Balanced,Wet,44.2
Soft,36,9,Rough,710,Balanced,Dry,73.4857142857143
Soft,24,46,Smooth,636,Aggressive,Dry,71.37142857142857
Wet,22,40,Smooth,690,Balanced,Wet,60.114285714285714
Soft,20,63,Smooth,683,Balanced,Dry,63.0
Hard,35,41,Smooth,710,Conservative,Dry,37.85714285714286
Hard,31,42,Rough,661,Balanced,Dry,62.2
Wet,37,8,Rough,620,Conservative,Wet,63.542857142857144
Wet,33,13,Rough,705,Aggressive,Dry,78.45714285714286
Medium,38,3,Smooth,636,Conservative,Wet,43.028571428571425
Soft,18,1,Rough,634,Balanced,Wet,73.74285714285713
Medium,13,0,Smooth,742,Balanced,Wet,47.599999999999994
Wet,27,64,Smooth,713,Aggressive,Wet,74.54285714285714
Soft,25,45,Smooth,693,Conservative,Wet,56.42857142857143
Wet,42,58,Rough,603,Aggressive,Wet,91.68571428571428
Hard,38,6,Rough,706,Aggressive,Dry,68.45714285714286
Wet,48,65,Rough,678,Conservative,Wet,73.88571428571429
Wet,19,14,Rough,622,Aggressive,Dry,75.8
Soft,18,46,Rough,704,Aggressive,Dry,85.17142857142858
Wet,40,39,Smooth,614,Balanced,Dry,58.57142857142857
Hard,37,41,Smooth,739,Balanced,Wet,53.25714285714285
Wet,12,50,Rough,727,Aggressive,Dry,79.54285714285714
Soft,23,34,Rough,681,Conservative,Wet,69.45714285714286
Medium,34,40,Smooth,720,Aggressive,Wet,67.51428571428572
Soft,24,56,Smooth,687,Aggressive,Dry,72.8
Soft,11,37,Smooth,678,Balanced,Wet,62.485714285714295
Wet,33,7,Rough,618,Conservative,Wet,62.599999999999994
Wet,23,62,Smooth,668,Balanced,Wet,63.457142857142856
Medium,16,3,Rough,731,Aggressive,Dry,68.62857142857143
Soft,45,47,Smooth,609,Aggressive,Wet,80.71428571428571
Medium,33,51,Rough,739,Conservative,Dry,58.885714285714286
Soft,36,37,Smooth,734,Conservative,Wet,57.48571428571428
Wet,46,4,Smooth,643,Aggressive,Wet,69.77142857142857
Wet,47,69,Smooth,601,Conservative,Dry,54.25714285714285
Medium,39,23,Rough,693,Conservative,Dry,56.08571428571429
Hard,36,16,Rough,715,Balanced,Dry,59.48571428571428
Medium,48,25,Smooth,668,Balanced,Wet,58.171428571428564
Medium,24,2,Smooth,747,Conservative,Dry,35.08571428571428
Hard,35,1,Rough,707,Balanced,Wet,62.142857142857146
Medium,10,1,Rough,669,Aggressive,Wet,72.14285714285714
Medium,13,21,Smooth,673,Conservative,Wet,40.599999999999994
Soft,38,3,Rough,679,Balanced,Dry,73.02857142857142
Wet,10,37,Smooth,697,Conservative,Wet,47.285714285714285
Hard,31,69,Smooth,699,Conservative,Wet,46.05714285714286
Wet,20,51,Rough,657,Balanced,Wet,76.28571428571428
Wet,19,30,Smooth,732,Balanced,Wet,58.085714285714275
Soft,26,25,Rough,746,Aggressive,Wet,88.77142857142857
Soft,45,35,Smooth,631,Balanced,Wet,69.0
Wet,35,25,Smooth,720,Aggressive,Dry,65.57142857142857
Hard,30,27,Rough,602,Aggressive,Wet,74.85714285714286
Hard,22,4,Smooth,728,Conservative,Dry,29.971428571428575
Medium,18,17,Rough,647,Conservative,Dry,51.02857142857143
Wet,20,14,Rough,732,Aggressive,Wet,81.0
Hard,20,56,Rough,676,Conservative,Dry,52.0
Soft,15,4,Rough,610,Conservative,Dry,58.57142857142857
Wet,10,36,Rough,621,Aggressive,Wet,82.14285714285715
Hard,15,21,Rough,611,Aggressive,Dry,66.0
Medium,22,51,Rough,652,Conservative,Dry,56.68571428571429
Wet,31,14,Smooth,654,Aggressive,Wet,68.2
Hard,40,16,Smooth,652,Aggressive,Dry,55.285714285714285
Medium,31,50,Rough,620,Conservative,Wet,63.34285714285714
Hard,46,44,Rough,618,Balanced,Dry,65.48571428571428
Soft,36,62,Smooth,687,Conservative,Dry,56.05714285714285
Medium,23,27,Rough,693,Conservative,Wet,58.457142857142856
Medium,14,58,Smooth,665,Balanced,Dry,51.08571428571429
Soft,45,20,Rough,658,Balanced,Dry,76.85714285714286
Hard,41,41,Smooth,658,Conservative,Wet,44.05714285714286
Wet,43,68,Smooth,602,Balanced,Wet,68.31428571428572
Hard,16,16,Rough,715,Conservative,Dry,45.48571428571428
Wet,19,67,Rough,657,Conservative,Wet,68.37142857142857
Medium,26,6,Smooth,661,Conservative,Dry,36.05714285714286
Soft,39,39,Smooth,745,Balanced,Dry,63.371428571428574
Soft,30,39,Smooth,725,Balanced,Dry,61.57142857142858
Medium,22,42,Smooth,636,Conservative,Dry,40.4
Hard,10,50,Smooth,712,Aggressive,Wet,59.142857142857146
Soft,10,22,Smooth,694,Aggressive,Wet,70.14285714285714
Medium,42,31,Rough,677,Aggressive,Dry,77.82857142857142
Medium,47,30,Rough,741,Conservative,Wet,63.68571428571428
Wet,34,16,Smooth,704,Conservative,Wet,49.08571428571429
Hard,35,57,Rough,604,Conservative,Wet,60.14285714285714
Soft,22,34,Smooth,694,Balanced,Wet,64.25714285714285
Medium,37,29,Smooth,728,Conservative,Dry,41.542857142857144
Wet,42,63,Rough,662,Conservative,Wet,72.4
Wet,46,52,Smooth,619,Balanced,Wet,66.62857142857143
Hard,39,50,Rough,642,Conservative,Dry,54.94285714285715
Soft,17,36,Rough,684,Conservative,Dry,63.542857142857144
Hard,10,5,Smooth,693,Aggressive,Dry,47.714285714285715
Hard,21,33,Rough,641,Aggressive,Dry,68.91428571428571
Hard,14,55,Smooth,707,Aggressive,Dry,55.65714285714286
Wet,33,24,Smooth,693,Conservative,Dry,45.02857142857144
Soft,15,12,Smooth,673,Aggressive,Wet,69.71428571428572
Medium,34,62,Rough,708,Conservative,Dry,60.65714285714286
Hard,10,65,Smooth,714,Aggressive,Dry,56.28571428571428
Medium,34,4,Rough,724,Balanced,Dry,62.37142857142857
Medium,10,10,Rough,605,Balanced,Dry,58.42857142857143
Medium,41,43,Rough,722,Balanced,Dry,69.34285714285714
Wet,12,68,Rough,641,Balanced,Wet,77.11428571428571
Soft,28,1,Smooth,657,Aggressive,Wet,70.74285714285715
Hard,38,39,Rough,609,Aggressive,Dry,73.17142857142856
Wet,11,36,Rough,688,Aggressive,Dry,77.34285714285716
Hard,18,48,Rough,677,Aggressive,Wet,75.45714285714286
Hard,26,35,Rough,710,Balanced,Wet,65.19999999999999
Wet,45,69,Smooth,638,Balanced,Wet,68.85714285714286
Wet,26,33,Smooth,740,Balanced,Dry,54.91428571428571
Soft,21,57,Rough,610,Balanced,Dry,77.34285714285714
Medium,29,36,Rough,709,Balanced,Wet,70.94285714285715
Wet,12,59,Smooth,615,Conservative,Dry,45.828571428571436
Hard,13,11,Rough,632,Balanced,Dry,54.17142857142857
Medium,26,31,Rough,658,Balanced,Dry,64.62857142857143
Hard,46,3,Rough,650,Conservative,Wet,54.628571428571426
Medium,24,32,Rough,614,Aggressive,Dry,74.37142857142858
Hard,42,42,Smooth,642,Conservative,Dry,39.4
Medium,25,8,Smooth,626,Balanced,Wet,51.14285714285714
Hard,20,50,Rough,655,Aggressive,Dry,71.14285714285714
Soft,29,19,Smooth,720,Conservative,Wet,53.51428571428571
Hard,47,38,Rough,712,Conservative,Dry,54.82857142857142
Medium,33,22,Smooth,659,Aggressive,Dry,59.74285714285714
Medium,25,40,Smooth,714,Balanced,Dry,50.71428571428571
Wet,39,43,Rough,708,Aggressive,Dry,83.94285714285715
Medium,43,34,Smooth,711,Aggressive,Dry,63.457142857142856
Soft,10,22,Smooth,699,Aggressive,Dry,65.14285714285714
Soft,33,57,Rough,607,Conservative,Dry,69.74285714285715
Hard,33,47,Rough,734,Conservative,Wet,58.31428571428571
Soft,18,57,Smooth,680,Conservative,Wet,56.74285714285715
Wet,31,56,Rough,729,Conservative,Wet,69.2
Wet,21,38,Smooth,744,Aggressive,Dry,64.62857142857143
Hard,26,27,Rough,720,Aggressive,Wet,74.05714285714285
Hard,34,63,Rough,603,Balanced,Wet,70.8
Medium,37,61,Rough,625,Aggressive,Wet,86.11428571428573
Hard,24,61,Rough,677,Balanced,Wet,68.51428571428572
Hard,39,25,Rough,671,Balanced,Wet,66.37142857142857
Hard,36,50,Rough,732,Conservative,Dry,54.34285714285714
Medium,31,49,Smooth,727,Conservative,Wet,48.2
Wet,19,35,Rough,604,Balanced,Wet,73.8
Hard,40,25,Rough,690,Balanced,Dry,61.57142857142857
Medium,36,32,Smooth,668,Conservative,Wet,46.77142857142857
Soft,21,67,Rough,602,Aggressive,Dry,88.77142857142857
Soft,40,7,Rough,693,Balanced,Wet,79.0
Medium,41,65,Rough,600,Conservative,Wet,67.48571428571428
Medium,41,22,Smooth,735,Conservative,Wet,46.34285714285714
Hard,44,69,Rough,612,Aggressive,Dry,78.65714285714286
Hard,30,54,Rough,711,Aggressive,Dry,73.71428571428572
Medium,19,42,Smooth,607,Conservative,Wet,44.800000000000004
Medium,25,20,Smooth,712,Balanced,Dry,47.857142857142854
Soft,16,21,Smooth,678,Aggressive,Wet,71.19999999999999
Soft,13,8,Smooth,721,Aggressive,Wet,68.74285714285713
Soft,36,33,Smooth,673,Aggressive,Dry,71.91428571428571
Hard,34,58,Rough,726,Aggressive,Dry,75.08571428571429
Soft,40,25,Rough,712,Conservative,Dry,66.57142857142857
Medium,20,0,Rough,651,Conservative,Dry,49.0
Wet,29,4,Smooth,720,Conservative,Wet,46.37142857142857
Soft,45,40,Smooth,632,Aggressive,Wet,79.71428571428572
Medium,26,62,Rough,672,Aggressive,Wet,84.05714285714285
Hard,20,21,Smooth,695,Balanced,Dry,41.99999999999999
Hard,39,67,Rough,636,Balanced,Dry,67.37142857142858
Wet,44,47,Smooth,668,Aggressive,Wet,75.51428571428572
Hard,47,65,Rough,731,Conservative,Dry,58.68571428571428
Soft,31,15,Smooth,659,Balanced,Wet,63.34285714285714
Soft,36,52,Rough,673,Conservative,Wet,74.62857142857143
Soft,46,64,Smooth,630,Aggressive,Wet,83.34285714285714
Soft,44,63,Rough,613,Conservative,Dry,72.8
Hard,13,67,Rough,659,Balanced,Dry,62.17142857142857
Medium,25,62,Rough,667,Conservative,Wet,63.85714285714286
Soft,25,61,Rough,727,Balanced,Dry,78.71428571428572
Soft,30,44,Smooth,625,Conservative,Dry,52.285714285714285
Hard,35,51,Smooth,736,Balanced,Dry,49.28571428571429
Soft,45,64,Smooth,634,Aggressive,Wet,83.14285714285714
Soft,28,1,Rough,705,Conservative,Wet,65.74285714285715
Soft,26,48,Rough,623,Balanced,Wet,82.05714285714286
Medium,35,21,Rough,682,Conservative,Dry,55.0
Medium,31,28,Smooth,635,Balanced,Wet,55.199999999999996
Medium,37,34,Smooth,700,Balanced,Wet,57.25714285714286
Wet,10,23,Smooth,633,Aggressive,Dry,60.285714285714285
Hard,45,29,Rough,720,Conservative,Dry,53.14285714285714
Wet,46,41,Smooth,638,Aggressive,Wet,75.05714285714285
Wet,11,49,Smooth,622,Balanced,Dry,54.2
Medium,26,59,Rough,679,Conservative,Dry,58.62857142857143
Soft,49,29,Rough,669,Conservative,Wet,73.94285714285714
Hard,47,11,Smooth,658,Balanced,Dry,45.97142857142857
Soft,30,48,Smooth,621,Conservative,Wet,57.857142857142854
Wet,18,45,Smooth,708,Aggressive,Dry,65.02857142857142
Soft,22,42,Rough,710,Conservative,Dry,65.4
Wet,20,1,Rough,687,Balanced,Wet,69.14285714285714
Hard,25,53,Rough,639,Aggressive,Dry,72.57142857142857
Medium,25,34,Smooth,684,Balanced,Dry,49.85714285714286
Wet,11,51,Rough,693,Balanced,Dry,69.48571428571428
Medium,17,32,Smooth,610,Balanced,Dry,47.971428571428575
Medium,22,50,Smooth,716,Balanced,Dry,51.542857142857144
Wet,26,25,Rough,608,Conservative,Dry,58.77142857142857
Wet,48,61,Rough,611,Aggressive,Wet,93.31428571428572
Medium,33,60,Smooth,637,Aggressive,Wet,70.17142857142858
Soft,12,25,Rough,730,Aggressive,Wet,85.97142857142858
Hard,39,36,Smooth,725,Aggressive,Dry,57.94285714285714
Soft,22,29,Rough,742,Balanced,Dry,73.54285714285714
Medium,28,10,Rough,732,Conservative,Wet,57.028571428571425
Soft,16,52,Rough,653,Conservative,Dry,65.62857142857142
Wet,18,40,Rough,623,Conservative,Dry,59.31428571428572
Soft,28,4,Rough,738,Conservative,Dry,61.17142857142858
Wet,49,65,Rough,720,Conservative,Wet,74.08571428571429
Wet,31,12,Rough,718,Aggressive,Wet,82.91428571428571
Medium,27,62,Smooth,673,Balanced,Dry,54.25714285714285
Wet,32,24,Rough,720,Conservative,Dry,59.82857142857143
Medium,11,43,Smooth,727,Conservative,Dry,38.34285714285714
Medium,20,13,Smooth,643,Aggressive,Dry,55.857142857142854
Medium,40,68,Rough,689,Balanced,Wet,77.71428571428571
Wet,42,58,Smooth,611,Aggressive,Wet,76.68571428571428
Soft,23,55,Smooth,602,Conservative,Wet,57.457142857142856
Medium,25,51,Smooth,649,Balanced,Wet,57.285714285714285
Hard,20,65,Rough,707,Conservative,Dry,53.285714285714285
Soft,42,67,Smooth,615,Aggressive,Wet,82.97142857142858
Medium,16,11,Smooth,626,Balanced,Dry,44.77142857142857
Wet,40,67,Smooth,722,Conservative,Dry,52.57142857142857
Wet,23,42,Rough,669,Aggressive,Dry,80.60000000000001
Hard,37,5,Smooth,641,Aggressive,Dry,53.114285714285714
Hard,25,14,Smooth,737,Aggressive,Dry,52.0
Wet,28,41,Rough,724,Balanced,Dry,71.45714285714286
Medium,26,30,Smooth,735,Balanced,Wet,54.48571428571428
Medium,35,52,Rough,745,Aggressive,Wet,84.42857142857143
Soft,15,5,Rough,744,Aggressive,Wet,83.71428571428572
Medium,18,32,Smooth,657,Aggressive,Wet,63.171428571428564
Wet,26,28,Smooth,705,Conservative,Dry,44.2
Soft,40,20,Rough,665,Conservative,Dry,65.85714285714286
Medium,21,53,Rough,683,Balanced,Dry,66.77142857142857
Wet,32,55,Rough,608,Balanced,Wet,79.25714285714285
Soft,14,20,Rough,704,Balanced,Wet,75.65714285714286
Hard,45,54,Rough,688,Balanced,Dry,66.71428571428571
Hard,45,57,Rough,688,Aggressive,Dry,77.14285714285714
Soft,12,63,Smooth,687,Aggressive,Dry,71.4
Soft,33,45,Smooth,605,Conservative,Dry,53.02857142857143
Soft,26,21,Rough,722,Conservative,Wet,68.2
Wet,48,59,Smooth,673,Conservative,Dry,53.028571428571425
Hard,35,10,Smooth,702,Conservative,Dry,33.42857142857143
Hard,13,46,Rough,745,Aggressive,Wet,74.17142857142858
Wet,21,30,Smooth,632,Conservative,Wet,48.48571428571429
Soft,10,17,Smooth,746,Balanced,Dry,54.42857142857143
Wet,30,21,Rough,686,Balanced,Wet,74.0
Hard,28,55,Rough,668,Aggressive,Wet,78.45714285714286
Hard,30,16,Rough,723,Conservative,Wet,53.28571428571429
Soft,27,37,Smooth,625,Conservative,Dry,50.68571428571428
Wet,12,24,Smooth,605,Aggressive,Wet,65.82857142857144
Medium,41,31,Rough,638,Balanced,Wet,72.62857142857142
Soft,19,14,Rough,603,Aggressive,Wet,85.8
Hard,49,12,Smooth,727,Conservative,Dry,36.51428571428571
Soft,24,57,Rough,657,Balanced,Dry,77.94285714285715
Medium,14,49,Smooth,647,Aggressive,Wet,64.80000000000001
Medium,13,10,Smooth,659,Conservative,Dry,34.028571428571425
Wet,37,12,Rough,625,Balanced,Dry,69.11428571428571
Soft,13,49,Rough,676,Balanced,Dry,74.6
Medium,24,37,Smooth,685,Conservative,Dry,40.08571428571429
Medium,26,0,Rough,722,Balanced,Wet,65.19999999999999
Soft,12,38,Rough,655,Conservative,Dry,62.82857142857143
Hard,19,26,Smooth,638,Conservative,Dry,32.51428571428571
Soft,32,35,Rough,680,Conservative,Dry,66.4
Soft,27,31,Smooth,624,Aggressive,Wet,74.82857142857144
Soft,10,40,Rough,726,Balanced,Dry,72.71428571428571
Wet,44,14,Rough,748,Balanced,Wet,75.8
Hard,40,30,Smooth,624,Aggressive,Wet,62.28571428571428
Hard,10,5,Smooth,688,Conservative,Wet,32.714285714285715
Soft,12,51,Smooth,621,Balanced,Wet,64.68571428571428
Hard,12,21,Rough,622,Conservative,Dry,45.4
Medium,46,30,Smooth,629,Aggressive,Dry,63.48571428571429
Soft,28,45,Smooth,702,Balanced,Wet,67.02857142857142
Soft,38,66,Smooth,676,Aggressive,Dry,77.02857142857142
Medium,34,42,Rough,672,Balanced,Dry,67.8
Soft,42,0,Rough,742,Conservative,Dry,63.4
Hard,45,43,Smooth,694,Conservative,Wet,45.14285714285714
Medium,38,56,Smooth,694,Balanced,Wet,60.599999999999994
Wet,35,8,Rough,737,Conservative,Wet,63.14285714285715
Soft,13,4,Smooth,716,Balanced,Dry,53.171428571428564
Medium,23,8,Smooth,636,Aggressive,Wet,60.74285714285715
Hard,36,44,Smooth,606,Balanced,Wet,53.48571428571429
Soft,42,23,Smooth,723,Conservative,Wet,56.68571428571428
Wet,31,41,Smooth,631,Conservative,Wet,52.057142857142864
Soft,12,21,Rough,610,Conservative,Dry,60.4
Hard,32,59,Smooth,708,Conservative,Dry,39.82857142857143
Soft,30,36,Smooth,691,Conservative,Wet,56.14285714285714
Medium,32,38,Smooth,647,Conservative,Wet,46.828571428571436
Wet,13,52,Smooth,644,Balanced,Dry,55.028571428571425
Soft,30,27,Rough,694,Balanced,Wet,79.85714285714286
Wet,46,14,Smooth,632,Conservative,Dry,46.2
Soft,40,59,Rough,717,Balanced,Wet,86.42857142857142
Wet,30,59,Rough,731,Balanced,Dry,74.42857142857143
Hard,35,5,Smooth,646,Balanced,Wet,47.71428571428572
Hard,44,51,Smooth,721,Conservative,Wet,46.08571428571429
Hard,47,11,Smooth,652,Aggressive,Wet,60.97142857142857
Soft,33,18,Rough,725,Conservative,Dry,64.17142857142858
Hard,20,1,Rough,626,Aggressive,Dry,64.14285714285714
Hard,38,54,Smooth,688,Aggressive,Dry,60.31428571428571
Soft,12,14,Smooth,635,Aggressive,Wet,69.4
Wet,10,63,Smooth,700,Aggressive,Dry,66.0
Medium,28,68,Rough,721,Conservative,Wet,65.31428571428572
Soft,31,14,Smooth,724,Conservative,Dry,48.2
Wet,23,42,Rough,658,Aggressive,Dry,80.60000000000001
Hard,23,16,Rough,622,Conservative,Dry,46.885714285714286
Hard,25,23,Rough,698,Conservative,Dry,48.28571428571429
Medium,42,29,Rough,667,Balanced,Dry,67.54285714285714
Hard,22,66,Smooth,691,Conservative,Wet,43.82857142857142
Soft,47,50,Rough,704,Balanced,Dry,81.54285714285713
Hard,21,59,Smooth,641,Balanced,Dry,47.62857142857143
Wet,47,2,Rough,740,Aggressive,Dry,79.68571428571428
Hard,48,4,Rough,728,Balanced,Wet,65.17142857142856
Wet,42,27,Rough,652,Aggressive,Dry,82.25714285714287
Medium,42,10,Rough,689,Balanced,Dry,64.82857142857142
Hard,38,14,Rough,715,Conservative,Wet,54.6
Medium,14,47,Smooth,686,Aggressive,Dry,59.51428571428572
Wet,15,45,Smooth,712,Aggressive,Dry,64.42857142857143
Wet,40,27,Rough,749,Aggressive,Wet,86.85714285714285
Hard,25,6,Rough,714,Conservative,Dry,45.857142857142854
Hard,40,5,Smooth,719,Balanced,Wet,48.71428571428572
Wet,34,57,Rough,627,Aggressive,Wet,89.94285714285715
Wet,42,67,Rough,652,Balanced,Wet,82.97142857142858
Hard,22,54,Rough,716,Conservative,Wet,57.114285714285714
Wet,19,66,Smooth,744,Conservative,Wet,53.22857142857143
Medium,33,48,Rough,663,Aggressive,Wet,83.45714285714287
Hard,19,50,Smooth,605,Conservative,Wet,40.94285714285714
Medium,40,58,Rough,741,Aggressive,Wet,86.28571428571428
Wet,22,5,Smooth,713,Conservative,Dry,40.114285714285714
Wet,12,50,Rough,727,Balanced,Wet,74.54285714285714
Wet,43,37,Smooth,616,Balanced,Dry,58.88571428571428
Soft,37,10,Rough,637,Aggressive,Dry,83.82857142857142
Hard,28,51,Smooth,612,Aggressive,Dry,57.885714285714286
Medium,32,19,Smooth,711,Aggressive,Dry,59.114285714285714
Medium,41,9,Rough,736,Conservative,Wet,59.48571428571428
Medium,22,25,Smooth,726,Balanced,Dry,47.971428571428575
Wet,42,47,Smooth,705,Aggressive,Dry,70.11428571428571
Medium,43,13,Rough,676,Aggressive,Wet,80.45714285714286
Medium,42,58,Smooth,618,Conservative,Wet,51.68571428571429
Hard,14,11,Smooth,677,Balanced,Wet,44.37142857142858
Soft,12,22,Smooth,719,Conservative,Wet,50.542857142857144
Hard,16,38,Smooth,678,Conservative,Dry,33.62857142857143
Hard,33,8,Smooth,675,Aggressive,Dry,52.74285714285714
Wet,31,24,Smooth,700,Balanced,Wet,59.628571428571426
Wet,32,16,Smooth,674,Aggressive,Wet,68.68571428571428
Hard,39,41,Rough,719,Aggressive,Dry,73.65714285714287
Soft,27,28,Smooth,738,Balanced,Wet,64.39999999999999
Wet,41,59,Smooth,682,Aggressive,Wet,76.62857142857143
Wet,16,66,Rough,625,Balanced,Dry,72.62857142857142
Soft,42,56,Rough,727,Aggressive,Wet,96.4
Wet,14,13,Rough,744,Conservative,Dry,54.65714285714286
Soft,37,38,Smooth,682,Conservative,Dry,52.82857142857143
Wet,17,15,Smooth,643,Conservative,Wet,45.542857142857144
Wet,24,17,Rough,683,Aggressive,Wet,82.22857142857143
Wet,13,19,Rough,624,Aggressive,Dry,75.31428571428572
Hard,43,45,Smooth,636,Balanced,Dry,50.028571428571425
Soft,14,44,Smooth,711,Balanced,Wet,64.08571428571429
Soft,42,3,Smooth,601,Aggressive,Wet,73.82857142857142
Wet,14,19,Smooth,697,Aggressive,Wet,65.51428571428572
Wet,47,10,Rough,631,Aggressive,Wet,85.82857142857144
Medium,43,64,Smooth,688,Balanced,Wet,62.74285714285714
Wet,35,17,Rough,636,Conservative,Wet,64.42857142857143
Wet,10,38,Rough,714,Balanced,Wet,72.42857142857143
Soft,13,43,Smooth,740,Aggressive,Dry,68.74285714285713
Wet,48,17,Smooth,602,Conservative,Wet,52.028571428571425
Hard,35,46,Smooth,639,Aggressive,Dry,58.57142857142858
Wet,42,30,Rough,673,Balanced,Dry,72.68571428571428
Hard,42,38,Rough,665,Conservative,Dry,53.82857142857142
Wet,17,37,Rough,659,Conservative,Wet,63.68571428571428
Wet,29,46,Smooth,610,Conservative,Wet,52.37142857142857
Hard,25,69,Smooth,719,Aggressive,Wet,64.85714285714286
Wet,30,7,Smooth,728,Balanced,Wet,57.0
Medium,35,64,Rough,641,Balanced,Dry,71.14285714285714
Soft,32,12,Rough,722,Aggressive,Dry,83.11428571428571
Medium,27,54,Rough,691,Conservative,Dry,58.114285714285714
Hard,40,42,Rough,661,Conservative,Wet,59.0
Medium,21,3,Rough,611,Aggressive,Dry,69.62857142857143
Hard,10,59,Rough,627,Aggressive,Wet,75.42857142857143
Soft,18,11,Rough,706,Aggressive,Dry,80.17142857142858
Hard,12,58,Rough,748,Balanced,Dry,60.68571428571428
Wet,35,53,Smooth,734,Aggressive,Wet,74.57142857142857
Soft,18,43,Smooth,694,Balanced,Wet,64.74285714285715
Wet,25,15,Smooth,613,Balanced,Wet,57.142857142857146
Wet,33,5,Rough,717,Conservative,Wet,62.31428571428572
Soft,23,13,Smooth,725,Balanced,Dry,56.457142857142856
Wet,12,57,Rough,702,Conservative,Wet,65.54285714285714
Soft,43,30,Rough,672,Conservative,Dry,67.88571428571429
Soft,42,40,Smooth,661,Balanced,Wet,69.11428571428571
Wet,33,34,Rough,611,Conservative,Wet,66.45714285714286
Medium,18,9,Smooth,637,Conservative,Wet,39.885714285714286
Wet,22,29,Smooth,638,Conservative,Wet,48.542857142857144
Medium,11,43,Smooth,685,Conservative,Wet,43.34285714285714
Medium,16,54,Rough,603,Conservative,Wet,60.91428571428571
Hard,30,17,Smooth,647,Conservative,Dry,33.42857142857143
Hard,28,38,Smooth,734,Balanced,Dry,46.02857142857143
Soft,34,41,Rough,659,Balanced,Dry,77.65714285714286
Hard,31,53,Rough,607,Aggressive,Wet,78.77142857142857
